,Symbol,Date,Close,High,Low,Open,Volume,engulfing,hammer,inverse_hammer,piercing,morning_star,3adv_white_soldiers,hanging_man,shooting_star,evening_star,evening_doji_star,three_black_crows,dark_cloud_cover,doji,spinning_top,rising_falling_three_methods,Adj Close
1339,AZPN,1/14/2025,249.9100037,250.7700043,249.3000031,249.3000031,258300,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
1968,BBSEY,1/14/2025,6.269999981,6.269999981,6.059999943,6.199999809,227000,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
7493,BCE,1/14/2025,22.54000092,22.62999916,21.87000084,22.61000061,5909200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
6167,BEN,1/14/2025,19.40999985,19.46999931,19,19.04999924,4294300,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
2104,BHP,1/14/2025,49.61999893,49.66999817,49.24000168,49.50999832,1642300,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
2546,BRO,1/14/2025,103.6299973,103.6699982,102.0599976,102.9400024,1263400,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
2971,CASY,1/14/2025,395,400.0100098,393.480011,393.6199951,271900,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
3005,CAVA,1/14/2025,112.4199982,112.8000031,110.2200012,112.4800034,1333000,0,0,0,0,0,0,-100,0,0,0,0,0,100,-100,0,
2699,CCJ,1/14/2025,49.06000137,50.27999878,49.02999878,49.36999893,2307000,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
3617,CLPHY,1/14/2025,8.210000038,8.210000038,8.079999924,8.149999619,162700,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
3362,CMG,1/14/2025,56.43999863,56.83000183,55.97999954,56.81000137,6010300,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
3940,CPRT,1/14/2025,56.22000122,56.40999985,55.61999893,55.75999832,4107500,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
3821,CRZBY,1/14/2025,17.62000084,17.62000084,17.45999908,17.45999908,24900,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
14021,ERIC,1/14/2025,8.220000267,8.239999771,8.069999695,8.079999924,12529600,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
5521,ERIE,1/14/2025,399.7799988,400.5299988,387.9200134,388.4500122,80100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
5555,ESS,1/14/2025,284.4599915,288.3999939,282.7999878,283.0799866,505800,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
5113,ESTC,1/14/2025,97.98999786,99.33999634,97.20999908,97.20999908,947600,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
5589,EVR,1/14/2025,266.2000122,267.4299927,261.5599976,267.4299927,515000,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
5657,EXAS,1/14/2025,54.20000076,59.93999863,53.38999939,58.88999939,3814100,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,
5725,EXPD,1/14/2025,111.2399979,112.2600021,110.8099976,111,943600,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,
6082,FMX,1/14/2025,83.58999634,85.12000275,83.48999786,84.26000214,522000,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
1338,HLDCY,1/14/2025,2.700000048,2.74000001,2.700000048,2.700000048,299300,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,
7238,HOCPY,1/14/2025,128.3999939,128.8999939,127.7399979,128.7799988,22600,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1066,IMO,1/14/2025,67.05999756,67.18000031,65.45999908,66.41999817,742900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
7595,IR,1/14/2025,89.40000153,90.23000336,88.82499695,88.91999817,1919100,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
8088,JLL,1/14/2025,240.4600067,241.6100006,237.2899933,241.1000061,349600,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
8394,KGC,1/14/2025,10.60000038,10.60000038,10.10000038,10.11999989,19645500,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
8564,KR,1/14/2025,59.91999817,60.41999817,59.5,59.5,4997200,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
8275,KRYAY,1/14/2025,94.09999847,94.23999786,93.58999634,94.22000122,12000,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
8751,LEN,1/14/2025,135.1799927,135.1799927,131.8899994,134.1000061,4347700,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
8904,LMT,1/14/2025,484.4599915,485.2000122,477.9700012,485,1162000,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
8938,LOGI,1/14/2025,87.01999664,87.15000153,86.34999847,86.73000336,370400,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
8649,LRCX,1/14/2025,75.05999756,75.12999725,73.58999634,75.04000092,9033100,0,0,0,0,0,0,-100,0,0,0,0,0,100,100,0,
13307,LUV,1/14/2025,33.13000107,33.20999908,32.72000122,32.95000076,6697800,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
9312,MA,1/14/2025,509.019989,509.3900146,504.2099915,507.0700073,2704800,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
9754,MNDY,1/14/2025,220.1600037,224.8800049,216.1799927,216.2299957,942300,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
10315,MQBKY,1/14/2025,139.2400055,139.5899963,138.5700073,138.9799957,21000,0,100,0,0,0,0,-100,0,0,0,0,0,100,100,0,
9448,MRK,1/14/2025,99.65000153,101.4899979,99.01000214,101.2600021,10927400,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,
9856,MS,1/14/2025,124.6200027,125.4000015,123.6900024,125.4000015,8999900,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
9890,MSI,1/14/2025,460.8399963,461.3299866,454.3200073,457.8599854,512000,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
9567,MU,1/14/2025,97.36000061,97.41000366,95.37999725,97.05000305,18613400,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
14378,NCTY,1/14/2025,15.07999992,15.80000019,14.55000019,14.55000019,122200,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
10400,NMR,1/14/2025,5.650000095,5.679999828,5.630000114,5.630000114,444700,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
10128,NTES,1/14/2025,96.02999878,96.15000153,94.5,95.5,1409700,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
6982,NTTYY,1/14/2025,24.39999962,24.47999954,23.46999931,24.45000076,236900,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,
10570,NU,1/14/2025,10.90999985,11.19999981,10.88000011,11.18000031,20546000,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,
1287,OMVKY,1/14/2025,9.859999657,10.07999992,9.859999657,9.920000076,23500,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
2291,OWL,1/14/2025,22.54999924,22.67499924,22.26499939,22.63999939,3357700,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
11692,PEG,1/14/2025,85.05999756,85.62999725,84.23999786,84.41999817,1497200,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
11403,PINS,1/14/2025,29.79000092,30.5,29.53000069,30.47999954,9955600,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,
11471,PKX,1/14/2025,44.59999847,44.83000183,44.29000092,44.83000183,255300,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
11641,PUK,1/14/2025,14.73999977,14.73999977,14.53999996,14.59000015,1250200,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
11998,REG,1/14/2025,70.66000366,71.02999878,70.16999817,70.94999695,1151600,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
12049,RGA,1/14/2025,219.6100006,220.3399963,213.7799988,214.6999969,402700,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
12066,RS,1/14/2025,277.7600098,278.3800049,273.3599854,275.7200012,390000,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
13290,RSG,1/14/2025,207,207.0800018,205.1600037,207,849200,0,0,0,0,0,0,-100,0,0,0,0,0,100,100,0,
12457,RY,1/14/2025,118.6299973,118.9599991,117.6299973,118.9400024,2009800,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
12559,RYAAY,1/14/2025,42.63999939,42.70999908,42.13999939,42.47000122,1121200,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
13528,SCCO,1/14/2025,95.33999634,95.55999756,94.29000092,95.5,625600,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
13545,SMFG,1/14/2025,14.30000019,14.38000011,14.22999954,14.25,1410500,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
15330,SSUMY,1/14/2025,20.61000061,20.70000076,20.52000046,20.68000031,149000,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
13409,SWK,1/14/2025,82.36000061,82.5,80.91999817,81.77999878,1014600,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1407,T,1/14/2025,21.79999924,21.81999969,21.37999916,21.52000046,25627300,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
14514,TD,1/14/2025,54.70000076,54.97000122,54.5,54.50999832,2523400,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
1424,TEAM,1/14/2025,246.3999939,247.3300018,238.4100037,239.7299957,2049600,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
14140,TS,1/14/2025,39.22999954,39.25999832,38.70000076,39.06000137,1019500,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
13800,TTWO,1/14/2025,180.0299988,181.5299988,178.6499939,178.9100037,876200,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
14769,TWLO,1/14/2025,108.6900024,111.7600021,108.5599976,109.2799988,1573900,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
14208,TX,1/14/2025,28.72999954,29.35000038,28.51000023,29.35000038,189100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,
14939,UNP,1/14/2025,229.3800049,229.5800018,227.6300049,228.8300018,1823400,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
15007,UPS,1/14/2025,125.8399963,125.9300003,124.5599976,125.3700027,4247600,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
15024,URI,1/14/2025,729.8599854,730.9199829,710.5900269,727,942200,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
15653,VZ,1/14/2025,38.27999878,38.34999847,37.83000183,38.33000183,15740100,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
15687,WFC,1/14/2025,71.19000244,71.45999908,70.29000092,71.45999908,21909800,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
9107,WSO,1/14/2025,479.6483765,480.2550386,472.358689,478.9721223,197700,0,0,0,0,0,0,-100,0,0,0,0,0,100,0,0,
16078,XPO,1/14/2025,135.5299988,137.25,133.8000031,137.1499939,1320400,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
16163,ZBRA,1/14/2025,394.3999939,395,378.0400085,381.8800049,414500,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
777,AAPL,1/13/2025,234.3999939,234.6699982,229.7200012,233.5299988,49630700,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
1168,ACGL,1/13/2025,90.83000183,91.33000183,89.47000122,89.83999634,1512600,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
97,ADBE,1/13/2025,408.5,409.9599915,403.75,404.269989,4558800,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
182,AER,1/13/2025,94.69999695,94.94999695,93.04000092,93.29000092,954500,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
8784,AJG,1/13/2025,285.8099976,288.3099976,285.2200012,285.2200012,1918400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
386,ALB,1/13/2025,91.51000214,91.51000214,85.73999786,86.04000092,2824600,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
896,AMH,1/13/2025,35.43000031,35.47999954,34.93000031,35.29000092,2733000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
1474,APH,1/13/2025,68.33999634,68.69999695,67.38999939,68.69999695,6787200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
2494,ATHM,1/13/2025,25.20999908,25.37000084,24.95999908,25.36000061,425300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
743,AXP,1/13/2025,297.019989,297.7099915,291.1600037,292.519989,2202800,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
8971,AZPN,1/13/2025,249.0599976,250.9100037,248.8300018,248.9600067,496900,0,0,100,0,0,0,0,0,0,0,0,0,100,100,0,
2069,BAM,1/13/2025,51.95999908,51.95999908,50.31000137,51.27000046,3339200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
1882,BCS,1/13/2025,12.82999992,12.84000015,12.55000019,12.57999992,17957400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
2732,BSY,1/13/2025,45.36000061,45.57500076,44.84999847,45.5,931400,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
3650,CAN,1/13/2025,1.75999999,1.799999952,1.700000048,1.789999962,10773000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
2936,CARR,1/13/2025,67.11000061,67.33999634,65.26999664,65.58999634,5862000,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
3446,CI,1/13/2025,282.4500122,282.7000122,279.7000122,281.3099976,1892500,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
3752,CMS,1/13/2025,64.98999786,65.23000336,63.97000122,65.23000336,2183000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
3905,COIN,1/13/2025,251.1999969,251.8099976,240.7700043,246.9799957,7019500,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
3990,CPAY,1/13/2025,352.230011,353.0299988,342.1199951,344.8500061,346500,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
4075,CPNG,1/13/2025,21.79999924,21.82999992,21.16500092,21.20000076,5662100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
3344,CSUAY,1/13/2025,15.52999973,15.56999969,15.14999962,15.14999962,24100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
3480,CTAS,1/13/2025,190.6000061,191.1799927,187.6699982,188.6000061,1587800,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
4772,CTTAY,1/13/2025,6.539999962,6.539999962,6.440000057,6.510000229,319000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
4449,DASH,1/13/2025,168.3699951,169.9299927,166.4100037,169.6499939,1863800,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
4857,DECK,1/13/2025,204.5899963,204.8399963,195.1799927,203.8200073,1980200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
4313,DSEEY,1/13/2025,6.489999771,6.489999771,6.230000019,6.440000057,4600,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
4942,DTE,1/13/2025,118.2200012,119.0800018,116.7600021,119.0800018,710500,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
4568,DVN,1/13/2025,36.77000046,37.52000046,36.34999847,36.38999939,12201100,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
5146,EA,1/13/2025,141.9600067,142.5700073,140.1000061,140.1499939,2076600,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
5078,EDPFY,1/13/2025,31.12000084,31.21999931,30.87999916,31.19000053,351200,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
5282,ENGIY,1/13/2025,16.27000046,16.34000015,16.12000084,16.34000015,176300,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
14020,EONGY,1/13/2025,10.80000019,10.84000015,10.64999962,10.84000015,520100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
6472,ERIC,1/13/2025,7.960000038,7.96999979,7.869999886,7.929999828,20086700,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
5707,EXPE,1/13/2025,181.3000031,181.3300018,177.4100037,179.1999969,1099400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
5979,FHN,1/13/2025,20.28000069,20.30999947,19.79999924,19.87999916,4824700,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
556,GMAB,1/13/2025,21.71999931,21.73500061,21.31999969,21.63999939,955000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
6948,GOOGL,1/13/2025,191.0099945,191.1799927,187.3600006,190.0700073,21823700,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
6965,HEINY,1/13/2025,33.15999985,33.16999817,32.77000046,33.04999924,421600,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
7237,HENKY,1/13/2025,18.68000031,18.70000076,18.55999947,18.70000076,63000,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,
7781,HLDCY,1/13/2025,2.769999981,2.769999981,2.74000001,2.75999999,132900,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
9923,HOCPY,1/13/2025,127.8399963,128.1999969,126.3499985,128.1499939,19200,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,
7662,ICE,1/13/2025,143.8899994,143.9400024,142.2899933,142.4100037,3358000,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
7594,IR,1/13/2025,88.18000031,88.38999939,86,86.12999725,2969300,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
7866,IRS,1/13/2025,14.78999996,15.76000023,14.61999989,15.44999981,211000,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,
8427,ISRG,1/13/2025,539.75,543.75,530.25,543.4000244,1461300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
8019,JAPAY,1/13/2025,12.35999966,12.39999962,12.26500034,12.39999962,146800,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
8070,JNJ,1/13/2025,144.4700012,145.0700073,142.3099976,142.9799957,10376400,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
8682,KNBWY,1/13/2025,12.51000023,12.55000019,12.47999954,12.53999996,169300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
8920,L,1/13/2025,82.08000183,82.22000122,80.51000214,80.72000122,751300,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
8699,LGGNY,1/13/2025,13.73999977,13.93999958,13.51000023,13.51000023,132500,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
9141,LNVGY,1/13/2025,23.86000061,24.73999977,23.39999962,23.39999962,60900,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
13034,LPLA,1/13/2025,327.1199951,331.2099915,326.6700134,327.5,395900,0,0,100,0,0,0,0,0,0,0,0,0,100,-100,0,
9787,LVS,1/13/2025,46.86999893,47.27999878,46.5,47.18000031,4953400,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
9566,MDB,1/13/2025,240.1900024,243.5200043,235.3000031,242.6699982,1930300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
9498,MET,1/13/2025,81.91000366,82.05000305,79.73999786,80.04000092,3616500,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
12371,MFC,1/13/2025,29.54000092,29.77000046,29.40999985,29.43000031,4896800,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
15278,MLYBY,1/13/2025,4.760000229,4.920000076,4.760000229,4.760000229,1900,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,
9447,MRK,1/13/2025,100.9800034,101.1600037,98.98999786,99.45999908,8168100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
10875,MSADY,1/13/2025,20.17000008,20.17000008,19.95999908,20.10000038,79500,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,
14377,MU,1/13/2025,95.05999756,96,92.87999725,95.83999634,22699100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
10195,NCTY,1/13/2025,14.10000038,14.51000023,13.68000031,14.5,72800,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
10416,NDSN,1/13/2025,203.8300018,204.0599976,199.0099945,199.1499939,414700,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
10110,NEM,1/13/2025,39.16999817,39.18999863,38.52999878,38.93000031,8309400,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
10093,NSRGY,1/13/2025,81.22000122,81.30999756,80.30000305,80.36000061,1344600,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
10535,NTAP,1/13/2025,114.9199982,115.0800018,112.8600006,114.3499985,1421000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
10467,NTRS,1/13/2025,100.3199997,100.4499969,98.41999817,98.61000061,1092500,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
10722,NVO,1/13/2025,84.62000275,84.72000122,83.69000244,84.41999817,7412400,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
10977,OC,1/13/2025,169.5,169.5700073,163.8899994,166.3600006,509400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
7236,OEZVY,1/13/2025,15,16.15999985,15,15.02999973,1200,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,
7628,OKTA,1/13/2025,83.48999786,83.69999695,81.36000061,82.98999786,2197500,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
10841,ON,1/13/2025,55.86999893,56.45000076,53.09999847,53.20000076,12195900,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
10892,ORANY,1/13/2025,10.02999973,10.06000042,9.930000305,10.05000019,557700,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
11130,ORCL,1/13/2025,153.9199982,154.1499939,152.4199982,153.7400055,8828500,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,
12252,PCTY,1/13/2025,190.1699982,190.7700043,188.2599945,190.6100006,514600,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,
11283,PFE,1/13/2025,26.79999924,26.80999947,26.36000061,26.64999962,28359600,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
11742,PHM,1/13/2025,108.9899979,109.0800018,107.0500031,107.3199997,1570500,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
11470,PKX,1/13/2025,44.41999817,44.43000031,43.65000153,43.65000153,278700,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
11521,PODD,1/13/2025,267.9899902,271.3200073,260.8399963,271.3200073,453400,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
11725,PPL,1/13/2025,31.68000031,31.79999924,31.21999931,31.77000046,4824100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
12184,PUBGY,1/13/2025,25.32999992,25.32999992,25.05999947,25.25,133600,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
12014,REGN,1/13/2025,716.9000244,717.3699951,666.25,669.2399902,1406000,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
12439,RIVN,1/13/2025,13.48999977,13.63000011,13.01000023,13.53999996,28042700,0,100,0,0,0,0,0,0,0,0,0,0,100,-100,0,
13170,RMD,1/13/2025,230.2599945,231.5500031,227.2599945,231.5200043,580200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
12745,ROKU,1/13/2025,76.66000366,78.81999969,76.30000305,77.66999817,2486000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
14428,ROST,1/13/2025,151.1600037,151.4400024,146.6199951,151.25,2086700,0,100,0,0,0,0,0,0,0,0,0,0,100,-100,0,
12490,RPRX,1/13/2025,29.98999977,30.78000069,29.77000046,29.82999992,7816900,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,
12541,RWEOY,1/13/2025,29.20000076,29.29999924,29.06999969,29.29999924,118300,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
1780,SAN,1/13/2025,4.650000095,4.659999847,4.579999924,4.599999905,2640300,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
12847,SCI,1/13/2025,77.22000122,77.40000153,75.98999786,76.05999756,889300,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
13782,SCNI,1/13/2025,3.420000076,3.650000095,3.404999971,3.460000038,7200,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
13663,SDXAY,1/13/2025,14.89000034,14.97000027,14.68000031,14.97000027,117000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
13017,SMCI,1/13/2025,31.07999992,31.23999977,29.01000023,30.84000015,33913100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
3717,SMECF,1/13/2025,370.3999939,401.1499939,367.0599976,370,10100,0,0,100,0,0,0,0,0,0,0,0,0,100,100,0,
13238,SOLV,1/13/2025,68.51000214,68.56999969,66.22200012,66.76999664,780900,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
13459,STLD,1/13/2025,123.2699966,123.8099976,115.3700027,116.2300034,2704200,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
14853,SWKS,1/13/2025,90.33999634,90.54000092,88.48999786,89.86000061,1639700,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
13833,TJX,1/13/2025,119.8899994,120.1999969,117.8899994,120.0599976,4603700,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,
13969,TPR,1/13/2025,66.75,66.81999969,65.08999634,66.73000336,3972500,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,
13748,TROW,1/13/2025,110.6299973,110.9899979,107.6299973,107.6900024,2154800,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
14598,TSM,1/13/2025,201.3600006,203.5899963,200.0500031,200.5200043,16612400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
16179,TTNDY,1/13/2025,62.91999817,63,62.65000153,62.88000107,64800,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,
15159,TW,1/13/2025,129.9799957,131.9299927,129.8399963,130.4299927,667600,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
15618,UBS,1/13/2025,31.97999954,32.00999832,31.73999977,31.92000008,2473800,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
470,UXIN,1/13/2025,4.28000021,4.380000114,4.256999969,4.329999924,52300,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,
15448,VFS,1/13/2025,4.269999981,4.275000095,4.079999924,4.199999809,434500,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,
15312,VRSK,1/13/2025,275.4700012,275.7099915,266.1900024,267.3999939,876000,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
15295,VRSN,1/13/2025,209.5599976,209.6600037,205.7200012,206.5,758600,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
16060,WM,1/13/2025,207.5299988,207.5599976,205,206.6600037,1459200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
15567,WMT,1/13/2025,91.52999878,92.43000031,91.09999847,92.12000275,18617100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,
15975,WWD,1/13/2025,180.1000061,180.8999939,176.3899994,176.8099976,388600,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
2459,XPEV,1/13/2025,11.81000042,11.97999954,11.60999966,11.93999958,7241200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,ZK,1/13/2025,27.15999985,27.32999992,26.55599976,27.15999985,315900,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,
